"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Miller C.T.; Bruning K.; Talbot C.L.; McClure J.E.; Gray W.G.","Miller, C.T. (7406258072); Bruning, K. (57209730207); Talbot, C.L. (57210472120); McClure, J.E. (15822580700); Gray, W.G. (7201707420)","7406258072; 57209730207; 57210472120; 15822580700; 7201707420","Nonhysteretic Capillary Pressure in Two-Fluid Porous Medium Systems: Definition, Evaluation, Validation, and Dynamics","2019","Water Resources Research","55","8","","6825","6849","24","19","10.1029/2018WR024586","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070811673&doi=10.1029%2f2018WR024586&partnerID=40&md5=2528dea7a16864eedc627a5336409f5b","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85070811673"
"Wang W.; Dong Z.; Lall U.; Dong N.; Yang M.","Wang, Wenzhuo (57202945450); Dong, Zengchuan (23089899000); Lall, Upmanu (7007127326); Dong, Ningpeng (57205502322); Yang, Minzhi (57204729365)","57202945450; 23089899000; 7007127326; 57205502322; 57204729365","Monthly Streamflow Simulation for the Headwater Catchment of the Yellow River Basin With a Hybrid Statistical-Dynamical Model","2019","Water Resources Research","55","9","","7606","7621","15","24","10.1029/2019WR025103","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071861704&doi=10.1029%2f2019WR025103&partnerID=40&md5=61096180400a6b811c6c42384fdd089a","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85071861704"
"Clutter M.; Ferré T.P.A.; Zhang Z.F.; Gupta H.","Clutter, Melissa (57203895453); Ferré, Ty P. A. (6602003093); Zhang, Zhuanfang Fred (54585128800); Gupta, Hoshin (35601880000)","57203895453; 6602003093; 54585128800; 35601880000","Robust Predictive Design of Field Measurements for Evapotranspiration Barriers Using Universal Multiple linear Regression","2019","Water Resources Research","55","11","","8478","8491","13","1","10.1029/2019WR026194","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074753374&doi=10.1029%2f2019WR026194&partnerID=40&md5=95acad3ff29fe2f06a3eb6f4a7778321","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85074753374"
"He G.J.; Han X.; Fang H.W.; Reible D.; Huang L.","He, G.J. (12647283000); Han, X. (56909188900); Fang, H.W. (7402543107); Reible, D. (35588246200); Huang, L. (56168724800)","12647283000; 56909188900; 7402543107; 35588246200; 56168724800","Effects of Roughness Reynolds Number on Scalar Transfer Mechanisms at the Sediment-Water Interface","2019","Water Resources Research","55","8","","6811","6824","13","7","10.1029/2018WR024493","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070815995&doi=10.1029%2f2018WR024493&partnerID=40&md5=3c30ae7a9b740c153a36ff81bf420a5b","Article","Final","","Scopus","2-s2.0-85070815995"
"Li H.; Li H.; Wang J.; Hao X.","Li, Haojie (55707623200); Li, Hongyi (57188830149); Wang, Jian (55882114500); Hao, Xiaohua (14071389300)","55707623200; 57188830149; 55882114500; 14071389300","Extending the Ability of Near-Infrared Images to Monitor Small River Discharge on the Northeastern Tibetan Plateau","2019","Water Resources Research","55","11","","8404","8421","17","15","10.1029/2018WR023808","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074751353&doi=10.1029%2f2018WR023808&partnerID=40&md5=319295e49bb42c3aca231a73a67f3c5c","Article","Final","","Scopus","2-s2.0-85074751353"
"Luby I.H.; Polasky S.; Swackhamer D.L.","Luby, Ian H. (57204354841); Polasky, Stephen (7004272772); Swackhamer, Deborah L. (7004644663)","57204354841; 7004272772; 7004644663","Reply to Comment by Swtizer and Teodoro on “U.S. Urban Water Prices: Cheaper When Drier”","2019","Water Resources Research","55","8","","7436","7438","2","0","10.1029/2018WR024516","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070878957&doi=10.1029%2f2018WR024516&partnerID=40&md5=639c43d0777a94b97ad23543fba6247c","Letter","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85070878957"
"Yang P.; Ng T.L.; Cai X.","Yang, Pan (57188986779); Ng, Tze Ling (7402229873); Cai, Ximing (7401847849)","57188986779; 7402229873; 7401847849","Reward-Based Participant Management for Crowdsourcing Rainfall Monitoring: An Agent-Based Model Simulation","2019","Water Resources Research","55","10","","8122","8141","19","10","10.1029/2018WR024447","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074278065&doi=10.1029%2f2018WR024447&partnerID=40&md5=97da0db7aa357d90749fbbbe564c8bb3","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-85074278065"
"Li D.; Lettenmaier D.P.; Margulis S.A.; Andreadis K.","Li, Dongyue (55324462500); Lettenmaier, Dennis P. (57218184969); Margulis, Steven A. (7003946703); Andreadis, Konstantinos (12042086300)","55324462500; 57218184969; 7003946703; 12042086300","The Role of Rain-on-Snow in Flooding Over the Conterminous United States","2019","Water Resources Research","55","11","","8492","8513","21","52","10.1029/2019WR024950","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074782622&doi=10.1029%2f2019WR024950&partnerID=40&md5=6bd942b4390f506b1226c1de02116828","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85074782622"
"Carrillo F.J.; Bourg I.C.","Carrillo, Francisco J. (57209109784); Bourg, Ian C. (6507095541)","57209109784; 6507095541","A Darcy-Brinkman-Biot Approach to Modeling the Hydrology and Mechanics of Porous Media Containing Macropores and Deformable Microporous Regions","2019","Water Resources Research","55","10","","8096","8121","25","23","10.1029/2019WR024712","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074265832&doi=10.1029%2f2019WR024712&partnerID=40&md5=70807036f2434a2ec7d46b4b8d4cf2d2","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85074265832"
"Zhang H.; Shi Z.; Wang G.; Sun X.; Yan R.; Liu C.","Zhang, H. (57206483797); Shi, Z. (7403734053); Wang, G. (7407146190); Sun, X. (56139101000); Yan, R. (57205480191); Liu, C. (57190857992)","57206483797; 7403734053; 7407146190; 56139101000; 57205480191; 57190857992","Large Earthquake Reshapes the Groundwater Flow System: Insight From the Water-Level Response to Earth Tides and Atmospheric Pressure in a Deep Well","2019","Water Resources Research","55","5","","4207","4219","12","56","10.1029/2018WR024608","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066895990&doi=10.1029%2f2018WR024608&partnerID=40&md5=c83c7948cfb684088ede76d3bd7aa536","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85066895990"
"Li S.; Katul G.; Huai W.","Li, Shuolin (56892986700); Katul, Gabriel (35510702700); Huai, Wenxin (7003771158)","56892986700; 35510702700; 7003771158","Mean Velocity and Shear Stress Distribution in Floating Treatment Wetlands: An Analytical Study","2019","Water Resources Research","55","8","","6436","6449","13","16","10.1029/2019WR025131","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070080289&doi=10.1029%2f2019WR025131&partnerID=40&md5=a5aba8dfd83baa6b24211fdabda29d58","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85070080289"
"Lin Y.-C.; Huang C.-S.; Yeh H.-D.","Lin, Ye-Chen (57190376585); Huang, Ching-Sheng (36236885900); Yeh, Hund-Der (7401745151)","57190376585; 36236885900; 7401745151","Analysis of Unconfined Flow Induced by Constant Rate Pumping Based on the Lagging Theory","2019","Water Resources Research","55","5","","3925","3940","15","6","10.1029/2018WR023893","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065415562&doi=10.1029%2f2018WR023893&partnerID=40&md5=9c1959087d861ce15898d32e31dc9c63","Article","Final","","Scopus","2-s2.0-85065415562"
"Fey C.; Schattan P.; Helfricht K.; Schöber J.","Fey, C. (55818018900); Schattan, P. (56019509500); Helfricht, K. (55535198300); Schöber, J. (36538032100)","55818018900; 56019509500; 55535198300; 36538032100","A compilation of multitemporal TLS snow depth distribution maps at the Weisssee snow research site (Kaunertal, Austria)","2019","Water Resources Research","55","6","","5154","5164","10","14","10.1029/2019WR024788","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067663425&doi=10.1029%2f2019WR024788&partnerID=40&md5=850bb7ee6d7f63f2555deef0a41058d5","Article","Final","","Scopus","2-s2.0-85067663425"
"Schaperow J.R.; Li D.; Margulis S.A.; Lettenmaier D.P.","Schaperow, Jacob R. (57202301514); Li, Dongyue (55324462500); Margulis, Steven A. (7003946703); Lettenmaier, Dennis P. (57218184969)","57202301514; 55324462500; 7003946703; 57218184969","A Curve-Fitting Method for Estimating Bathymetry From Water Surface Height and Width","2019","Water Resources Research","55","5","","4288","4303","15","20","10.1029/2019WR024938","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066904677&doi=10.1029%2f2019WR024938&partnerID=40&md5=5e2f1dc1bc25bcd72b05655af6b295ec","Article","Final","","Scopus","2-s2.0-85066904677"
"Wendi D.; Merz B.; Marwan N.","Wendi, Dadiyorto (57189040923); Merz, Bruno (7102395993); Marwan, Norbert (6602268525)","57189040923; 7102395993; 6602268525","Assessing Hydrograph Similarity and Rare Runoff Dynamics by Cross Recurrence Plots","2019","Water Resources Research","55","6","","4704","4726","22","8","10.1029/2018WR024111","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067351944&doi=10.1029%2f2018WR024111&partnerID=40&md5=d21ae0664563d7e296ace76b2cffc41f","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85067351944"
"Urrea V.; Ochoa A.; Mesa O.","Urrea, Viviana (57209220549); Ochoa, Andrés (35751305500); Mesa, Oscar (6602162469)","57209220549; 35751305500; 6602162469","Seasonality of Rainfall in Colombia","2019","Water Resources Research","55","5","","4149","4162","13","40","10.1029/2018WR023316","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066900631&doi=10.1029%2f2018WR023316&partnerID=40&md5=e02a4424e8e0be13ab6d0279a73d1af3","Article","Final","","Scopus","2-s2.0-85066900631"
"Karamouz M.; Fereshtehpour M.","Karamouz, M. (56243091200); Fereshtehpour, M. (57189377543)","56243091200; 57189377543","Modeling DEM Errors in Coastal Flood Inundation and Damages: A Spatial Nonstationary Approach","2019","Water Resources Research","55","8","","6606","6624","18","21","10.1029/2018WR024562","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070691258&doi=10.1029%2f2018WR024562&partnerID=40&md5=ea81589c24a6f133de38a03d89136170","Article","Final","","Scopus","2-s2.0-85070691258"
"Pescimoro E.; Boano F.; Sawyer A.H.; Soltanian M.R.","Pescimoro, Eugenio (57208868836); Boano, Fulvio (8668216800); Sawyer, Audrey H. (23976613900); Soltanian, Mohamad Reza (56496948000)","57208868836; 8668216800; 23976613900; 56496948000","Modeling Influence of Sediment Heterogeneity on Nutrient Cycling in Streambeds","2019","Water Resources Research","55","5","","4082","4095","13","31","10.1029/2018WR024221","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065981309&doi=10.1029%2f2018WR024221&partnerID=40&md5=a7b62a3f4e465435f8100b728e0c6311","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85065981309"
"Abdolghafoorian A.; Farhadi L.","Abdolghafoorian, Abedeh (57189233414); Farhadi, Leila (12768166000)","57189233414; 12768166000","Estimation of Surface Turbulent Fluxes From Land Surface Moisture and Temperature Via a Variational Data Assimilation Framework","2019","Water Resources Research","55","6","","4648","4667","19","12","10.1029/2018WR024580","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067648689&doi=10.1029%2f2018WR024580&partnerID=40&md5=a7157d31580710dcc9454c1ece8d1dcc","Article","Final","","Scopus","2-s2.0-85067648689"
"Darnell K.N.; Flemings P.B.; DiCarlo D.","Darnell, K.N. (54924191100); Flemings, P.B. (6603949119); DiCarlo, D. (7004076188)","54924191100; 6603949119; 7004076188","Nitrogen-Driven Chromatographic Separation During Gas Injection Into Hydrate-Bearing Sediments","2019","Water Resources Research","55","8","","6673","6691","18","5","10.1029/2018WR023414","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070270401&doi=10.1029%2f2018WR023414&partnerID=40&md5=8a1e1e7f00e87e4de9f0599b5fd18d3c","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-85070270401"
"Bierkens M.F.P.; Reinhard S.; de Bruijn J.A.; Veninga W.; Wada Y.","Bierkens, Marc F. P. (7004413991); Reinhard, Stijn (7004164389); de Bruijn, Jens A. (57209222752); Veninga, Willeke (56610289300); Wada, Yoshihide (57195195518)","7004413991; 7004164389; 57209222752; 56610289300; 57195195518","The Shadow Price of Irrigation Water in Major Groundwater-Depleting Countries","2019","Water Resources Research","55","5","","4266","4287","21","42","10.1029/2018WR023086","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066896327&doi=10.1029%2f2018WR023086&partnerID=40&md5=0f208a885763ac9d217dab583b739961","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85066896327"
"Jones T.A.; Detwiler R.L.","Jones, Trevor A. (57225744209); Detwiler, Russell L. (7006282164)","57225744209; 7006282164","Mineral Precipitation in Fractures: Using the Level-Set Method to Quantify the Role of Mineral Heterogeneity on Transport Properties","2019","Water Resources Research","55","5","","4186","4206","20","17","10.1029/2018WR024287","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066914520&doi=10.1029%2f2018WR024287&partnerID=40&md5=a621b7e291dc09e9642447d6a8f3d61c","Article","Final","","Scopus","2-s2.0-85066914520"
"Berghuijs W.R.; Harrigan S.; Molnar P.; Slater L.J.; Kirchner J.W.","Berghuijs, Wouter R. (56237051100); Harrigan, Shaun (55073248000); Molnar, Peter (57204335589); Slater, Louise J. (14030760900); Kirchner, James W. (7201671604)","56237051100; 55073248000; 57204335589; 14030760900; 7201671604","The Relative Importance of Different Flood-Generating Mechanisms Across Europe","2019","Water Resources Research","55","6","","4582","4593","11","117","10.1029/2019WR024841","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067466087&doi=10.1029%2f2019WR024841&partnerID=40&md5=ee47a8836fe71557c9e1ecff372fcb0f","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85067466087"
"Farah N.; Torell G.L.","Farah, Naima (57207207894); Torell, Gregory L. (37073482000)","57207207894; 37073482000","Defensive Investment in Municipal Water Hardness Reduction","2019","Water Resources Research","55","6","","4886","4900","14","1","10.1029/2018WR024422","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067881946&doi=10.1029%2f2018WR024422&partnerID=40&md5=b9f3b346022e06411a55afb6399c6155","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85067881946"
"Koch F.; Henkel P.; Appel F.; Schmid L.; Bach H.; Lamm M.; Prasch M.; Schweizer J.; Mauser W.","Koch, Franziska (54179384300); Henkel, Patrick (17434265100); Appel, Florian (8722795200); Schmid, Lino (56114651800); Bach, Heike (56019993700); Lamm, Markus (57205129777); Prasch, Monika (36969840600); Schweizer, Jürg (7102892554); Mauser, Wolfram (7003713139)","54179384300; 17434265100; 8722795200; 56114651800; 56019993700; 57205129777; 36969840600; 7102892554; 7003713139","Retrieval of Snow Water Equivalent, Liquid Water Content, and Snow Height of Dry and Wet Snow by Combining GPS Signal Attenuation and Time Delay","2019","Water Resources Research","55","5","","4465","4487","22","23","10.1029/2018WR024431","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066465871&doi=10.1029%2f2018WR024431&partnerID=40&md5=c975374d28b8a4de6a4d0c798073c819","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85066465871"
"Yamazaki D.; Ikeshima D.; Sosa J.; Bates P.D.; Allen G.H.; Pavelsky T.M.","Yamazaki, Dai (35231763100); Ikeshima, Daiki (56986683500); Sosa, Jeison (55636148200); Bates, Paul D. (56242669500); Allen, George H. (55931997700); Pavelsky, Tamlin M. (6504512777)","35231763100; 56986683500; 55636148200; 56242669500; 55931997700; 6504512777","MERIT Hydro: A High-Resolution Global Hydrography Map Based on Latest Topography Dataset","2019","Water Resources Research","55","6","","5053","5073","20","273","10.1029/2019WR024873","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068106130&doi=10.1029%2f2019WR024873&partnerID=40&md5=754ce8a61ff9992bd1d77dd96294abaf","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85068106130"
"Wang Y.-L.; Yeh T.-C.J.; Wen J.-C.; Gao X.; Zhang Z.; Huang S.-Y.","Wang, Yu-Li (57193451326); Yeh, Tian-Chyi Jim (55665107400); Wen, Jet-Chau (7402702082); Gao, Xu (56442982900); Zhang, Zaiyong (56498107700); Huang, Shao-Yang (25626270700)","57193451326; 55665107400; 7402702082; 56442982900; 56498107700; 25626270700","Resolution and Ergodicity Issues of River Stage Tomography With Different Excitations","2019","Water Resources Research","55","6","","4974","4993","19","6","10.1029/2018WR023204","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067901248&doi=10.1029%2f2018WR023204&partnerID=40&md5=df2fe467796786c62d492ed3d01b9fe1","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85067901248"
"Ebel B.A.; Koch J.C.; Walvoord M.A.","Ebel, Brian A. (8610361700); Koch, Joshua C. (36113818300); Walvoord, Michelle A. (6602886211)","8610361700; 36113818300; 6602886211","Soil Physical, Hydraulic, and Thermal Properties in Interior Alaska, USA: Implications for Hydrologic Response to Thawing Permafrost Conditions","2019","Water Resources Research","55","5","","4427","4447","20","25","10.1029/2018WR023673","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066473497&doi=10.1029%2f2018WR023673&partnerID=40&md5=71bb9b81f6de787570dc6d3c94117846","Article","Final","","Scopus","2-s2.0-85066473497"
