"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Publisher","Document Type","Publication Stage","Open Access","Source","EID"
"Jahanbazi M.; Özgen I.; Aleixo R.; Hinkelmann R.","Jahanbazi, Mitra (56010811100); Özgen, Ilhan (56167765500); Aleixo, Rui (55604021000); Hinkelmann, Reinhard (6507839413)","56010811100; 56167765500; 55604021000; 6507839413","Development of a diffusive wave shallow water model with a novel stability condition and other new features","2017","Journal of Hydroinformatics","19","3","","405","425","20","8","10.2166/hydro.2017.108","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018750212&doi=10.2166%2fhydro.2017.108&partnerID=40&md5=16fd9eeeed5011df6fc573ca5314792b","IWA Publishing","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-85018750212"
"Chen W.; He B.; Ma J.; Wang C.","Chen, Wenjun (56092983200); He, Bin (55456316700); Ma, Junting (57192007265); Wang, Chuanhai (55516411900)","56092983200; 55456316700; 57192007265; 55516411900","A WebGIS-based flood control management system for small reservoirs: A case study in the lower reaches of the Yangtze River","2017","Journal of Hydroinformatics","19","2","","299","314","15","10","10.2166/hydro.2016.049","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016784446&doi=10.2166%2fhydro.2016.049&partnerID=40&md5=acaa64efd78a60d5e7a0444e95defb58","IWA Publishing","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85016784446"
"Alvisi S.; Franchini M.","Alvisi, Stefano (55996164000); Franchini, Marco (7103375106)","55996164000; 7103375106","A robust approach based on time variable trigger levels for pump control","2017","Journal of Hydroinformatics","19","6","","811","822","11","15","10.2166/hydro.2017.141","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85038439234&doi=10.2166%2fhydro.2017.141&partnerID=40&md5=437e4802758fa046edef19ee31fb242b","IWA Publishing","Conference paper","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85038439234"
"Kanakoudis V.; Franchini M.","Kanakoudis, Vasilis (6506112864); Franchini, Marco (7103375106)","6506112864; 7103375106","Editorial: Efficient water systems management","2017","Journal of Hydroinformatics","19","6","","795","797","2","0","10.2166/hydro.2017.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85038446848&doi=10.2166%2fhydro.2017.001&partnerID=40&md5=0d27c157849624c67009a5e690d535cc","IWA Publishing","Conference paper","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85038446848"
"Pecci F.; Abraham E.; Stoianov I.","Pecci, Filippo (56825733100); Abraham, Edo (57254673500); Stoianov, Ivan (23971798600)","56825733100; 57254673500; 23971798600","Quadratic head loss approximations for optimisation problems in water supply networks","2017","Journal of Hydroinformatics","19","4","","493","506","13","20","10.2166/hydro.2017.080","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85023176070&doi=10.2166%2fhydro.2017.080&partnerID=40&md5=69644cc0faa9131cdc342aba2d05959b","IWA Publishing","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85023176070"
"Sadeghi-Tabas S.; Samadi S.Z.; Akbarpour A.; Pourreza-Bilondi M.","Sadeghi-Tabas, S. (57192063814); Samadi, S.Z. (35270122400); Akbarpour, A. (56990449300); Pourreza-Bilondi, M. (56653486000)","57192063814; 35270122400; 56990449300; 56653486000","Sustainable groundwater modeling using single-and multi-objective optimization algorithms","2017","Journal of Hydroinformatics","19","1","","97","114","17","38","10.2166/hydro.2016.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013052767&doi=10.2166%2fhydro.2016.006&partnerID=40&md5=e85e74330114573e3973b7e70db8612c","IWA Publishing","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85013052767"
"Bai Y.; Xie J.; Wang X.; Li C.","Bai, Yun (55461096500); Xie, Jingjing (55478187000); Wang, Xiaoxue (57189061247); Li, Chuan (57218766650)","55461096500; 55478187000; 57189061247; 57218766650","Model fusion approach for monthly reservoir inflow forecasting","2016","Journal of Hydroinformatics","18","4","","634","650","16","19","10.2166/hydro.2016.141","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84976500723&doi=10.2166%2fhydro.2016.141&partnerID=40&md5=2825f1382a47c95cbcfde9719b2e49eb","IWA Publishing","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84976500723"
"Tran H.D.; Muttil N.; Perera B.J.C.","Tran, H.D. (57208870988); Muttil, N. (6508237745); Perera, B.J.C. (7005616985)","57208870988; 6508237745; 7005616985","Enhancing accuracy of autoregressive time series forecasting with input selection and wavelet transformation","2016","Journal of Hydroinformatics","18","5","","791","802","11","7","10.2166/hydro.2016.145","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84989853833&doi=10.2166%2fhydro.2016.145&partnerID=40&md5=a0a6f6dc39d656f3fbf17f720ea5e836","IWA Publishing","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84989853833"
"Malidareh B.F.; Hosseini S.A.; Jabbari E.","Malidareh, Babak Fazli (57190013533); Hosseini, Seyed Abbas (57192406217); Jabbari, Ebrahim (15750609200)","57190013533; 57192406217; 15750609200","Discrete mixed subdomain least squares (DMSLS) meshless method with collocation points for modeling dam-break induced flows","2016","Journal of Hydroinformatics","18","4","","702","723","21","4","10.2166/hydro.2016.116","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84976505336&doi=10.2166%2fhydro.2016.116&partnerID=40&md5=34fa34f5b5340edc25f775ba6800a76c","IWA Publishing","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-84976505336"
"Fadhel S.; Rico-Ramirez M.A.; Han D.","Fadhel, Sherien (57193425586); Rico-Ramirez, Miguel Angel (8835568200); Han, Dawei (55480762900)","57193425586; 8835568200; 55480762900","Exploration of an adaptive merging scheme for optimal precipitation estimation over ungauged urban catchment","2017","Journal of Hydroinformatics","19","2","","225","237","12","4","10.2166/hydro.2016.022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016732726&doi=10.2166%2fhydro.2016.022&partnerID=40&md5=e7b4ef4a04569ccde895fc27b140fd18","IWA Publishing","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-85016732726"
"Cugueró-Escofet M.À.; Quevedo J.; Alippi C.; Roveri M.; Puig V.; García D.; Trovò F.","Cugueró-Escofet, M.À. (24073007000); Quevedo, J. (7005800331); Alippi, C. (7004582186); Roveri, M. (57192336348); Puig, V. (35238237400); García, D. (57196083981); Trovò, F. (55295873600)","24073007000; 7005800331; 7004582186; 57192336348; 35238237400; 57196083981; 55295873600","Model- vs. data-based approaches applied to fault diagnosis in potable water supply networks","2016","Journal of Hydroinformatics","18","5","","831","850","19","12","10.2166/hydro.2016.218","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84989924154&doi=10.2166%2fhydro.2016.218&partnerID=40&md5=c389b5c632f7b1c664e856c5b4ed0c6d","IWA Publishing","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-84989924154"
"Guardiola-Albert C.; Rivero-Honegger C.; Monjo R.; Díez-Herrero A.; Yagüe C.; María J.B.; Tapiador Francisco J.","Guardiola-Albert, Carolina (35490720300); Rivero-Honegger, Carlos (57193805204); Monjo, Robert (55565344100); Díez-Herrero, Andrés (23087956200); Yagüe, Carlos (6604032554); María, Jose Bodoque (6506953140); Tapiador Francisco, J. (6602960153)","35490720300; 57193805204; 55565344100; 23087956200; 6604032554; 6506953140; 6602960153","Automated convective and stratiform precipitation estimation in a small mountainous catchment using X-band radar data in Central Spain","2017","Journal of Hydroinformatics","19","2","","315","330","15","1","10.2166/hydro.2016.225","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016808576&doi=10.2166%2fhydro.2016.225&partnerID=40&md5=809c6ad0363c9d28bcaf166b468130b1","IWA Publishing","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-85016808576"
"Elmazoghi H.G.; Bentaher L.S.; Karakale V.","Elmazoghi, Hasan G. (55660744100); Bentaher, Lubna S. (57190016724); Karakale, Vail (25927317600)","55660744100; 57190016724; 25927317600","Comparison of neural networks and neuro-fuzzy computing techniques for prediction of peak breach outflow","2016","Journal of Hydroinformatics","18","4","","724","740","16","3","10.2166/hydro.2016.078","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84976494232&doi=10.2166%2fhydro.2016.078&partnerID=40&md5=13ca9d100c93f1e182404396088bcbfb","IWA Publishing","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84976494232"
"Song Y.; Han D.; Rico-Ramirez M.A.","Song, Yang (57479247200); Han, Dawei (55480762900); Rico-Ramirez, Miguel A. (8835568200)","57479247200; 55480762900; 8835568200","High temporal resolution rainfall rate estimation from rain gauge measurements","2017","Journal of Hydroinformatics","19","6","","930","941","11","8","10.2166/hydro.2017.054","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85038445888&doi=10.2166%2fhydro.2017.054&partnerID=40&md5=15d0e4db494337854d28dbea72f18ede","IWA Publishing","Conference paper","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-85038445888"
"Vo N.D.; Gourbesville P.","Vo, Ngoc Duong (57060009400); Gourbesville, Philippe (6603607162)","57060009400; 6603607162","Application of deterministic distributed hydrological model for large catchment: A case study at Vu Gia Thu Bon catchment, Vietnam","2016","Journal of Hydroinformatics","18","5","","885","904","19","19","10.2166/hydro.2016.138","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84989907950&doi=10.2166%2fhydro.2016.138&partnerID=40&md5=c27fd9eb4a8adc94f21ee4b877ee4e90","IWA Publishing","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84989907950"
"Biswas N.K.; Hossain F.","Biswas, Nishan Kumar (56238793700); Hossain, Faisal (7003510377)","56238793700; 7003510377","A scalable open-source web-analytic framework to improve satellite-based operational water management in developing countries","2018","Journal of Hydroinformatics","20","1","","88","99","11","9","10.2166/hydro.2017.073","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042145212&doi=10.2166%2fhydro.2017.073&partnerID=40&md5=fce56292887e09f7722dcb9b0132d9b2","IWA Publishing","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-85042145212"
"Ferrante M.; Capponi C.","Ferrante, M. (7006631622); Capponi, C. (56145781800)","7006631622; 56145781800","Comparison of viscoelastic models with a different number of parameters for transient simulations","2018","Journal of Hydroinformatics","20","1","","18","33","15","19","10.2166/hydro.2017.116","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042145057&doi=10.2166%2fhydro.2017.116&partnerID=40&md5=ac754f063e639fcc7b4845c1e7722e43","IWA Publishing","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85042145057"
"Roy T.; Serrat-Capdevila A.; Valdes J.; Durcik M.; Gupta H.","Roy, Tirthankar (57220642595); Serrat-Capdevila, Aleix (15923905400); Valdes, Juan (7103075487); Durcik, Matej (23476876400); Gupta, Hoshin (35601880000)","57220642595; 15923905400; 7103075487; 23476876400; 35601880000","Design and implementation of an operational multimodel multiproduct real-time probabilistic streamflow forecasting platform","2017","Journal of Hydroinformatics","19","6","","911","919","8","7","10.2166/hydro.2017.111","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85038423036&doi=10.2166%2fhydro.2017.111&partnerID=40&md5=5c0fc7e9c737dcec4989c8af25dd97fd","IWA Publishing","Conference paper","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85038423036"
"Delipetrev B.; Jonoski A.; Solomatine D.P.","Delipetrev, Blagoj (55887998700); Jonoski, Andreja (6506344580); Solomatine, Dimitri P. (6601958160)","55887998700; 6506344580; 6601958160","A novel nested stochastic dynamic programming (nSDP) and nested reinforcement learning (nRL) algorithm for multipurpose reservoir optimization","2017","Journal of Hydroinformatics","19","1","","47","61","14","8","10.2166/hydro.2016.243","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013131132&doi=10.2166%2fhydro.2016.243&partnerID=40&md5=c2d23bdb7b58aa7fa76b60518d832e09","IWA Publishing","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-85013131132"
"Notaro V.; Liuzzo L.; Freni G.","Notaro, Vincenza (55434614100); Liuzzo, Lorena (36523513100); Freni, Gabriele (23392716300)","55434614100; 36523513100; 23392716300","Evaluation of the optimal size of a rainwater harvesting system in Sicily","2017","Journal of Hydroinformatics","19","6","","853","864","11","8","10.2166/hydro.2017.150","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85038430121&doi=10.2166%2fhydro.2017.150&partnerID=40&md5=809fc2f2e4239d93f5f1e0f04a70df1b","IWA Publishing","Conference paper","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85038430121"
"Li X.; Sha J.; Li Y.-M.; Wang Z.-L.","Li, Xue (55718125600); Sha, Jian (7102192452); Li, You-Meng (56227618300); Wang, Zhong-Liang (14039733200)","55718125600; 7102192452; 56227618300; 14039733200","Comparison of hybrid models for daily streamflow prediction in a forested basin","2018","Journal of Hydroinformatics","20","1","","206","220","14","18","10.2166/hydro.2017.189","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042143228&doi=10.2166%2fhydro.2017.189&partnerID=40&md5=bb86d02663d44e1361028749ad642520","IWA Publishing","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85042143228"
"Lacasta A.; Morales-Hernández M.; Burguete J.; Brufau P.; García-Navarro P.","Lacasta, Asier (56144851400); Morales-Hernández, Mario (57201877575); Burguete, Javier (6602825817); Brufau, Pilar (6602979655); García-Navarro, Pilar (55394722300)","56144851400; 57201877575; 6602825817; 6602979655; 55394722300","Calibration of the 1D shallow water equations: A comparison of Monte Carlo and gradient-based optimization methods","2017","Journal of Hydroinformatics","19","2","","282","298","16","10","10.2166/hydro.2017.021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016815649&doi=10.2166%2fhydro.2017.021&partnerID=40&md5=c09d02e5ba1bfcf89d3cda6231bd074c","IWA Publishing","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-85016815649"
"Pellegrino R.; Costantino N.; Giustolisi O.","Pellegrino, R. (34870429400); Costantino, N. (57213546727); Giustolisi, O. (13907989600)","34870429400; 57213546727; 13907989600","Flexible investment planning for water distribution networks","2018","Journal of Hydroinformatics","20","1","","34","48","14","3","10.2166/hydro.2017.023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042150808&doi=10.2166%2fhydro.2017.023&partnerID=40&md5=4ede635be71d6cecbc8b319ae71c5448","IWA Publishing","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85042150808"
"Giustolisi O.; Ugarelli R.M.; Berardi L.; Laucelli D.B.; Simone A.","Giustolisi, Orazio (13907989600); Ugarelli, Rita M. (23478410700); Berardi, Luigi (13906997500); Laucelli, Daniele B. (8528431500); Simone, Antonietta (56825393800)","13907989600; 23478410700; 13906997500; 8528431500; 56825393800","Strategies for the electric regulation of pressure control valves","2017","Journal of Hydroinformatics","19","5","","621","639","18","19","10.2166/hydro.2017.101","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029787569&doi=10.2166%2fhydro.2017.101&partnerID=40&md5=29741ff70a05904e2be270c5971657af","IWA Publishing","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85029787569"
"","","","Corrigendum: Sustainable groundwater modeling using single- and multi-objective optimization algorithms (Journal of Hydroinformatics (2017) 19: 1 (97-114) DOI: 10.2166/hydro.2016.006)","2017","Journal of Hydroinformatics","19","4","","620","","","0","10.2166/hydro.2017.000","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050167741&doi=10.2166%2fhydro.2017.000&partnerID=40&md5=2ac1cdc024c0b830587ceed2c46273c8","IWA Publishing","Erratum","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85050167741"
"Mohtashami A.; Akbarpour A.; Mollazadeh M.","Mohtashami, Ali (57457544800); Akbarpour, Abolfazl (56990449300); Mollazadeh, Mahdi (37048841600)","57457544800; 56990449300; 37048841600","Development of two-dimensional groundwater flow simulation model using meshless method based on MLS approximation function in unconfined aquifer in transient state","2017","Journal of Hydroinformatics","19","5","","640","652","12","16","10.2166/hydro.2017.024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029812184&doi=10.2166%2fhydro.2017.024&partnerID=40&md5=5e35983a441bc9758253d99aa9177019","IWA Publishing","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85029812184"
