Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Ozdemir, O.N.",7102426326;,"Discussion of ""Lagrangian Method to Model Advection-Dispersion-Reaction Transport in Drinking Water Pipe Networks"" by Feng Shang, Hyoungmin Woo, Jonathan B. Burkhardt, and Regan Murray",2023,Journal of Water Resources Planning and Management,149,1,7022004,,,,,10.1061/(ASCE)WR.1943-5452.0001618,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141798679&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001618&partnerID=40&md5=085af62a3d4c0d7c1b65ad034d019b04,Note,Final,,Scopus,2-s2.0-85141798679
"Jaramillo, A., Saldarriaga, J.",57773119300;23092053200;,Fractal Analysis of the Optimal Hydraulic Gradient Surface in Water Distribution Networks,2023,Journal of Water Resources Planning and Management,149,1,4022074,,,,2,10.1061/(ASCE)WR.1943-5452.0001608,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141767870&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001608&partnerID=40&md5=82278fda83df627394332132ad667834,Article,Final,,Scopus,2-s2.0-85141767870
"Shang, F., Woo, H., Burkhardt, J.B., Murray, R.",57219340350;57962334400;56710980300;35409986100;,"Closure to ""Lagrangian Method to Model Advection-Dispersion-Reaction Transport in Drinking Water Pipe Networks"" by Feng Shang, Hyoungmin Woo, Jonathan B. Burkhardt, and Regan Murray",2023,Journal of Water Resources Planning and Management,149,1,7022005,,,,,10.1061/(ASCE)WR.1943-5452.0001617,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141759320&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001617&partnerID=40&md5=bad677ec0db54fe3339d7217f3d19708,Note,Final,,Scopus,2-s2.0-85141759320
"Watkins, D.W.",35581026600;,Editor's Note,2023,Journal of Water Resources Planning and Management,149,1,1622001,,,,,10.1061/JWRMD5.WRENG-5971,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141151427&doi=10.1061%2fJWRMD5.WRENG-5971&partnerID=40&md5=c29a54cf74228ca011a630ae81ebe803,Note,Final,"All Open Access, Bronze",Scopus,2-s2.0-85141151427
"Vidyarthi, V.K., Jain, A.",57215547088;35571582400;,Advanced Rule-Based System for Rainfall Occurrence Forecasting by Integrating Machine Learning Techniques,2023,Journal of Water Resources Planning and Management,149,1,4022072,,,,1,10.1061/(ASCE)WR.1943-5452.0001631,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141130290&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001631&partnerID=40&md5=c67d8d4d6c12d691852edc7214d5604c,Article,Final,,Scopus,2-s2.0-85141130290
"Cid, D.A.C., De Souza Filho, F.D.A., Porto, V.C.",57203157624;57226008320;57210354782;,Collaborative Modeling to Construct a Hedging Policy for Drought Management in Reservoir Systems,2023,Journal of Water Resources Planning and Management,149,1,5022012,,,,1,10.1061/(ASCE)WR.1943-5452.0001632,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141058255&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001632&partnerID=40&md5=2ea5d1f59ff9ae45084f8bdf124ded1c,Article,Final,,Scopus,2-s2.0-85141058255
"Yang, E., Butcher, D.A., Edwards, M.A., Faust, K.M.",57208507241;57939666200;7402850883;55803401200;,Exploring the Relationship between Public Trust toward the Water Sector and the Use of Bottled Water within US Shrinking Cities,2023,Journal of Water Resources Planning and Management,149,1,04022071-1,,,,,10.1061/(ASCE)WR.1943-5452.0001619,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140466842&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001619&partnerID=40&md5=f5d7418bdcd50c4849be603d05c084ba,Article,Final,,Scopus,2-s2.0-85140466842
"Bell, E.V., Hansen, K., Mullin, M.",57216993333;57203940094;35943452300;,Assessing Performance and Capacity of US Drinking Water Systems,2023,Journal of Water Resources Planning and Management,149,1,05022011-1,,,,,10.1061/(ASCE)WR.1943-5452.0001604,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140452145&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001604&partnerID=40&md5=a4d58dc4e9cc75bf7822743aeb9f5d08,Article,Final,,Scopus,2-s2.0-85140452145
"Bastidas Pacheco, C.J., Horsburgh, J.S., Attallah, N.A.",57217671347;22985191200;57207033099;,"Variability in Consumption and End Uses of Water for Residential Users in Logan and Providence, Utah, US",2023,Journal of Water Resources Planning and Management,149,1,5022014,,,,3,10.1061/(ASCE)WR.1943-5452.0001633,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137413919&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001633&partnerID=40&md5=00b4b9759919a1eab02efad622eac5d7,Article,Final,,Scopus,2-s2.0-85137413919
"Klise, K., Moglen, R., Hogge, J., Eisenberg, D., Haxton, T.",14121461300;57202293167;57934469200;55857901000;57934156600;,Resilience Analysis of Potable Water Service after Power Outages in the U.S. Virgin Islands,2022,Journal of Water Resources Planning and Management,148,12,5022010,,,,,10.1061/(ASCE)WR.1943-5452.0001607,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140263337&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001607&partnerID=40&md5=2a9dcf840e60f66751507b1dc6aeca1a,Article,Final,,Scopus,2-s2.0-85140263337
"Hayelom, A., Ostfeld, A.",57773278700;7005595203;,Network Subsystems for Water Distribution System Optimization,2022,Journal of Water Resources Planning and Management,148,12,6022003,,,,1,10.1061/(ASCE)WR.1943-5452.0001629,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140230357&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001629&partnerID=40&md5=37344b98a9f3f2a9f1bcf8b2a9504c24,Article,Final,,Scopus,2-s2.0-85140230357
"Ma, X., Li, Y., Zhang, W., Li, X., Shi, Z., Yu, J., Wang, J., Liu, J.",57929597200;57204555492;57193319887;57203866456;57929597300;57202905780;57211092430;26662761400;,A Real-Time Method to Detect the Leakage Location in Urban Water Distribution Networks,2022,Journal of Water Resources Planning and Management,148,12,4022069,,,,3,10.1061/(ASCE)WR.1943-5452.0001628,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139932069&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001628&partnerID=40&md5=601d833612b4e56dbd6d9148bd8206f1,Article,Final,,Scopus,2-s2.0-85139932069
"Lin, C.-Y., Yang, Y.-C.E., Wi, S.",57766072000;54785392800;56465578500;,HydroCNHS: A Python Package of Hydrological Model for Coupled Natural-Human Systems,2022,Journal of Water Resources Planning and Management,148,12,6022005,,,,,10.1061/(ASCE)WR.1943-5452.0001630,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139849971&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001630&partnerID=40&md5=88d4b9179a2464d63b482a11940fc04a,Article,Final,,Scopus,2-s2.0-85139849971
"Cole, J., Sharvelle, S., Arabi, M.",57196473493;6507956765;14520309600;,Assessing Uncertainty in Multicriteria Evaluation of Centralized and Decentralized Dual Water Supply Strategies,2022,Journal of Water Resources Planning and Management,148,12,4022070,,,,1,10.1061/(ASCE)WR.1943-5452.0001572,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139837612&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001572&partnerID=40&md5=ec0c000fd325c330c375862f36ee56c3,Article,Final,"All Open Access, Hybrid Gold",Scopus,2-s2.0-85139837612
"Bonazzi Sodek, D., Martim, A.L.S.S., Filho, J.G.D., Luvizotto, E.",57927802400;57210377117;55347249800;6505901432;,Pressure Reduction for Water Loss Management: A Statistical Evaluation of Water Consumption Considering Customer Storage Tanks,2022,Journal of Water Resources Planning and Management,148,12,6022004,,,,,10.1061/(ASCE)WR.1943-5452.0001627,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139822893&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001627&partnerID=40&md5=a411e4cbc133290046b30a9a9b8723f3,Article,Final,,Scopus,2-s2.0-85139822893
"Gomes Júnior, M.N., Giacomoni, M.H., Taha, A.F., Mendiondo, E.M.",57218647874;35114687100;57203241232;7801402127;,"Flood Risk Mitigation and Valve Control in Stormwater Systems: State-Space Modeling, Control Algorithms, and Case Studies",2022,Journal of Water Resources Planning and Management,148,12,4022067,,,,2,10.1061/(ASCE)WR.1943-5452.0001588,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139701089&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001588&partnerID=40&md5=abb35a2a19499a626f41f3a09ebdd4a6,Article,Final,"All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85139701089
"Szeląg, B., Majerek, D., Kiczko, A., Łagód, G., Fatone, F., McGarity, A.",55958697000;8535647700;37090721000;22134887200;8585385700;6602172076;,"Analysis of Sewer Network Performance in the Context of Modernization: Modeling, Sensitivity, and Uncertainty Analysis",2022,Journal of Water Resources Planning and Management,148,12,04022066-1,,,,,10.1061/(ASCE)WR.1943-5452.0001610,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139205780&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001610&partnerID=40&md5=1568419702e1ede12b82ec09011f1887,Article,Final,,Scopus,2-s2.0-85139205780
"Obringer, R., Nateghi, R., Ma, Z., Kumar, R.",56966582100;36677968200;57220884746;57196190454;,Improving the Interpretation of Data-Driven Water Consumption Models via the Use of Social Norms,2022,Journal of Water Resources Planning and Management,148,12,04022065-1,,,,,10.1061/(ASCE)WR.1943-5452.0001611,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139181172&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001611&partnerID=40&md5=7adb0c6a3e327bc93c4c4fd9bbb2f1a0,Article,Final,,Scopus,2-s2.0-85139181172
"Tian, J., Long, Z., Zhu, Z., Xu, G., Cheng, W.",57913240300;57220715270;57217523560;57199046616;8950053800;,Multilevel Partitioning with Multiple Strategies for Complex Water Distribution Network,2022,Journal of Water Resources Planning and Management,148,12,4022064,,,,1,10.1061/(ASCE)WR.1943-5452.0001622,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139135568&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001622&partnerID=40&md5=b1e661e39698dddbebbac14fab2b282b,Article,Final,,Scopus,2-s2.0-85139135568
"Vrachimis, S.G., Eliades, D.G., Taormina, R., Kapelan, Z., Ostfeld, A., Liu, S., Kyriakou, M., Pavlou, P., Qiu, M., Polycarpou, M.M.",56521514700;15057672400;36609357000;8273940200;7005595203;23097654600;25928467500;57213759254;57204832780;7006251578;,Battle of the Leakage Detection and Isolation Methods,2022,Journal of Water Resources Planning and Management,148,12,4022068,,,,8,10.1061/(ASCE)WR.1943-5452.0001601,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139119152&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001601&partnerID=40&md5=7718b98880002a0c20f0ab5afefa1043,Article,Final,"All Open Access, Green",Scopus,2-s2.0-85139119152
"Saberski, E., Park, J., Hill, T., Stabenau, E., Sugihara, G.",57202589864;57221126673;15765353000;6603433955;7005912152;,Improved Prediction of Managed Water Flow into Everglades National Park Using Empirical Dynamic Modeling,2022,Journal of Water Resources Planning and Management,148,12,5022009,,,,,10.1061/(ASCE)WR.1943-5452.0001598,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138782836&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001598&partnerID=40&md5=0b36c2e2bc10982e7aa0c7ced4b37439,Article,Final,,Scopus,2-s2.0-85138782836
"Zanfei, A., Menapace, A., Brentan, B.M., Righetti, M.",57221663277;57200696072;55898255600;9844844600;,How Does Missing Data Imputation Affect the Forecasting of Urban Water Demand?,2022,Journal of Water Resources Planning and Management,148,11,4022060,,,,2,10.1061/(ASCE)WR.1943-5452.0001624,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138783584&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001624&partnerID=40&md5=1b96fdd2527d44e1226730366b712cbc,Article,Final,,Scopus,2-s2.0-85138783584
"Erfani, S.M.H., Goharian, E.",57434867900;55355679500;,ATeX: A Benchmark for Image Classification of Water in Different Waterbodies Using Deep Learning Approaches,2022,Journal of Water Resources Planning and Management,148,11,4022063,,,,,10.1061/(ASCE)WR.1943-5452.0001615,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138719533&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001615&partnerID=40&md5=630c04cba00ee7cd60424116e8a0d310,Article,Final,,Scopus,2-s2.0-85138719533
"Farghadan, A., Zamani, M.S., Ghazizadeh, M.J.",57193745469;57896790300;57897270800;,Steady-State Hydraulic Analysis Based on Cellular Automata Using a Parallel Paradigm,2022,Journal of Water Resources Planning and Management,148,11,4022062,,,,,10.1061/(ASCE)WR.1943-5452.0001621,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138401553&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001621&partnerID=40&md5=cd2c6b96739a5b89cd96d1d6e52304f5,Article,Final,,Scopus,2-s2.0-85138401553
"Helseth, A., Mo, B., Hågenvik, H.O., Schäffer, L.E.",24437969200;7007052329;56648097900;57212454097;,Hydropower Scheduling with State-Dependent Discharge Constraints: An SDDP Approach,2022,Journal of Water Resources Planning and Management,148,11,4022061,,,,,10.1061/(ASCE)WR.1943-5452.0001609,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138387244&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001609&partnerID=40&md5=07666de7b1c0e40d10eed11ba0481d76,Article,Final,"All Open Access, Hybrid Gold",Scopus,2-s2.0-85138387244
"Sowby, R.B., Hotchkiss, R.H.",56736830000;26642910500;,Minimizing Unintended Consequences of Water Resources Decisions,2022,Journal of Water Resources Planning and Management,148,11,2522007,,,,2,10.1061/(ASCE)WR.1943-5452.0001623,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138305929&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001623&partnerID=40&md5=70ed2f444a3b6e433b495ed93e5e7daf,Note,Final,"All Open Access, Hybrid Gold",Scopus,2-s2.0-85138305929
"Han, J.-C., Zheng, W., Liu, Z., Zhou, Y., Huang, Y., Li, B.",55590489600;57895329100;57221434572;55365856200;10139166400;55628528969;,"Downscaling of Precipitation for Climate Change Projections Using Multiple Machine Learning Techniques: Case Study of Shenzhen City, China",2022,Journal of Water Resources Planning and Management,148,11,5022008,,,,1,10.1061/(ASCE)WR.1943-5452.0001612,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138236596&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001612&partnerID=40&md5=daadc05552bec86ecabebeda2981a3fd,Article,Final,,Scopus,2-s2.0-85138236596
"Duan, Y., Zhou, S., He, J., Bai, M.",57694985700;23479032500;57892529000;56608683100;,Effects of Permanent and Temporary Water-Right Payments on Balancing Agricultural and Ecological Interests: A Case Study of Hami Prefecture in Northwestern China,2022,Journal of Water Resources Planning and Management,148,11,04022058-1,,,,,10.1061/(ASCE)WR.1943-5452.0001620,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138217102&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001620&partnerID=40&md5=35ec8b6c694e2a56db0236ba86fb0124,Article,Final,,Scopus,2-s2.0-85138217102
"Jian, C., Gao, J., Xu, Y.",57196018274;8895826300;35276562400;,Anomaly Detection and Classification in Water Distribution Networks Integrated with Hourly Nodal Water Demand Forecasting Models and Feature Extraction Technique,2022,Journal of Water Resources Planning and Management,148,11,4022059,,,,1,10.1061/(ASCE)WR.1943-5452.0001616,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138138843&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001616&partnerID=40&md5=2ec565d69b9202307a8767dad7f4dab6,Article,Final,,Scopus,2-s2.0-85138138843
"Morrison, M., Boyle, K.J., Thomy, B., Burton, M., Xu, W.",7201675501;7004966658;57224572701;7202920179;57199721649;,Enhancing Urban Stream Values: The Case of the Cooks and Georges River Catchments,2022,Journal of Water Resources Planning and Management,148,11,4022056,,,,,10.1061/(ASCE)WR.1943-5452.0001577,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137698755&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001577&partnerID=40&md5=aed7d5679c1596d4adf983974299bdce,Article,Final,,Scopus,2-s2.0-85137698755
"McEvoy, D.J., Roj, S., Dunkerly, C., McGraw, D., Huntington, J.L., Hobbins, M.T., Ott, T.",55570003600;57203328854;57320413300;7005850343;7006544303;8915207600;57320413400;,Validation and Bias Correction of Forecast Reference Evapotranspiration for Agricultural Applications in Nevada,2022,Journal of Water Resources Planning and Management,148,11,4022057,,,,,10.1061/(ASCE)WR.1943-5452.0001595,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137685495&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001595&partnerID=40&md5=78f4405d8f7c62a4e6aff4e2bb8363f9,Article,Final,,Scopus,2-s2.0-85137685495
"Jamal, M.S., Awotunde, A.A., Patil, S.",56369343400;15062388700;7402240188;,Management of Saltwater Intrusion in Coastal Karstic Aquifers under Geological Uncertainties Associated with Shapes and Locations of Cave Networks,2022,Journal of Water Resources Planning and Management,148,11,4022053,,,,1,10.1061/(ASCE)WR.1943-5452.0001603,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137118867&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001603&partnerID=40&md5=fab46fef11108419f646868ff6a38c47,Article,Final,,Scopus,2-s2.0-85137118867
"Vasconcelos, J.G., Cabrera, E., Gómez, E., Del Teso, R.",8892446300;7006129633;56825071900;57203007994;,Optimal Energy Gradient for Pumping Systems Supplying Variable Flow Demands,2022,Journal of Water Resources Planning and Management,148,11,04022052-1,,,,1,10.1061/(ASCE)WR.1943-5452.0001600,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137117164&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001600&partnerID=40&md5=919dcf6b22b976a05199d96257bab3f3,Article,Final,,Scopus,2-s2.0-85137117164
"Silva, G.M.E., Oliveira, T.H., Carvalho, R.S., Fialho, H.C.P., Souza, F.A.A.D., Mendiondo, E.M., Ghiglieno, F.",57652277200;57213336798;57659221000;57324505600;57216135240;7801402127;7801414446;,"Assessing the Impact of SARS-CoV-2 on Water Consumption in São Paulo State, Brazil",2022,Journal of Water Resources Planning and Management,148,11,4022055,,,,1,10.1061/(ASCE)WR.1943-5452.0001606,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137109337&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001606&partnerID=40&md5=180927c206f089668c519c6cf697afdf,Article,Final,,Scopus,2-s2.0-85137109337
"Marks, N.K., Hosseiny, H., Bill, V.P., Ahn, K.L., Crimmins, M.C., Kremer, P., Smith, V.B.",57869321500;57196052555;57870070900;57869624400;57211207739;55796631300;37084039400;,"Spatial Integration of Urban Runoff Modeling, Heat, and Social Vulnerability for Blue-Green Infrastructure Planning and Management",2022,Journal of Water Resources Planning and Management,148,11,05022007-1,,,,,10.1061/(ASCE)WR.1943-5452.0001593,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137101601&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001593&partnerID=40&md5=6d916052cf24e3ebd1fee4770aacc455,Article,Final,,Scopus,2-s2.0-85137101601
"Fernández García, I., Perea, R.G., Rodríguez Díaz, J.A.",55617503300;56018901200;8551332200;,New Model for Determining Optimal PAT Locations: Maximizing Energy Recovery in Irrigation Networks,2022,Journal of Water Resources Planning and Management,148,11,4022054,,,,1,10.1061/(ASCE)WR.1943-5452.0001605,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137087468&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001605&partnerID=40&md5=f743bc452abf401654735566b4ab8324,Article,Final,,Scopus,2-s2.0-85137087468
"Min, K.W., Kim, T., Lee, S., Choi, Y.H., Kim, J.H.",57212173655;57220162996;57194627551;56651350100;35100406500;,Detecting and Localizing Leakages in Water Distribution Systems Using a Two-Phase Model,2022,Journal of Water Resources Planning and Management,148,10,4022051,,,,1,10.1061/(ASCE)WR.1943-5452.0001599,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137104664&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001599&partnerID=40&md5=ee8a64d1c11673ddceb5bd78250d9f2e,Article,Final,,Scopus,2-s2.0-85137104664
